id,client_id,device_id,field,value,created_at,updated_at
318,51,51,rebootCount,0,2024-12-17 14:47:27,2024-12-17 14:47:27
319,51,51,protocolCount,0,2024-12-17 14:47:27,2024-12-17 14:47:27
320,51,51,massiveEventCount,0,2024-12-17 14:47:27,2024-12-17 14:47:27
321,27,27,cpuUsage,46.45976948945086,2024-12-17 14:47:27,2024-12-17 14:47:27
322,27,27,memoryUsage,60.21613001104056,2024-12-17 14:47:27,2024-12-17 14:47:27
323,27,27,rxPower,-17.5,2024-12-17 14:47:27,2024-12-17 14:47:27
324,27,27,temperature,50.93184174380011,2024-12-17 14:47:27,2024-12-17 14:47:27
325,27,27,totalConnectedDevices,14,2024-12-17 14:47:27,2024-12-17 14:47:27
326,27,27,averageWorstRssi,-60,2024-12-17 14:47:27,2024-12-17 14:47:27
327,27,27,connectedDevices5gRatio,21.428571428571427,2024-12-17 14:47:27,2024-12-17 14:47:27
328,27,27,rebootCount,0,2024-12-17 14:47:27,2024-12-17 14:47:27
329,27,27,protocolCount,0,2024-12-17 14:47:27,2024-12-17 14:47:27
330,27,27,massiveEventCount,0,2024-12-17 14:47:27,2024-12-17 14:47:27
331,52,52,cpuUsage,46.45976948945086,2024-12-17 14:47:27,2024-12-17 14:47:27
332,52,52,memoryUsage,60.21613001104056,2024-12-17 14:47:27,2024-12-17 14:47:27
333,52,52,rxPower,-17.5,2024-12-17 14:47:27,2024-12-17 14:47:27
334,52,52,temperature,50.93184174380011,2024-12-17 14:47:27,2024-12-17 14:47:27
335,52,52,totalConnectedDevices,14,2024-12-17 14:47:27,2024-12-17 14:47:27
336,52,52,averageWorstRssi,-60,2024-12-17 14:47:27,2024-12-17 14:47:27
337,52,52,connectedDevices5gRatio,21.428571428571427,2024-12-17 14:47:27,2024-12-17 14:47:27
338,52,52,rebootCount,0,2024-12-17 14:47:27,2024-12-17 14:47:27
339,52,52,protocolCount,0,2024-12-17 14:47:27,2024-12-17 14:47:27
340,52,52,massiveEventCount,0,2024-12-17 14:47:27,2024-12-17 14:47:27
341,28,28,cpuUsage,85.9328975148852,2024-12-17 14:47:27,2024-12-17 14:47:27
342,28,28,memoryUsage,86.9306998221943,2024-12-17 14:47:27,2024-12-17 14:47:27
343,28,28,rxPower,-17.5,2024-12-17 14:47:27,2024-12-17 14:47:27
344,28,28,temperature,83.85177839190486,2024-12-17 14:47:27,2024-12-17 14:47:27
345,28,28,totalConnectedDevices,10,2024-12-17 14:47:27,2024-12-17 14:47:27
346,28,28,averageWorstRssi,-60,2024-12-17 14:47:27,2024-12-17 14:47:27
347,28,28,connectedDevices5gRatio,65.0,2024-12-17 14:47:27,2024-12-17 14:47:27
348,28,28,rebootCount,0,2024-12-17 14:47:27,2024-12-17 14:47:27
349,28,28,protocolCount,0,2024-12-17 14:47:27,2024-12-17 14:47:27
350,28,28,massiveEventCount,0,2024-12-17 14:47:27,2024-12-17 14:47:27
351,53,53,cpuUsage,85.9328975148852,2024-12-17 14:47:27,2024-12-17 14:47:27
352,53,53,memoryUsage,86.9306998221943,2024-12-17 14:47:27,2024-12-17 14:47:27
353,53,53,rxPower,-17.5,2024-12-17 14:47:27,2024-12-17 14:47:27
354,53,53,temperature,83.85177839190486,2024-12-17 14:47:27,2024-12-17 14:47:27
355,53,53,totalConnectedDevices,10,2024-12-17 14:47:27,2024-12-17 14:47:27
356,53,53,averageWorstRssi,-60,2024-12-17 14:47:27,2024-12-17 14:47:27
357,53,53,connectedDevices5gRatio,65.0,2024-12-17 14:47:27,2024-12-17 14:47:27
358,53,53,rebootCount,0,2024-12-17 14:47:27,2024-12-17 14:47:27
359,53,53,protocolCount,0,2024-12-17 14:47:27,2024-12-17 14:47:27
360,53,53,massiveEventCount,0,2024-12-17 14:47:27,2024-12-17 14:47:27
361,29,29,cpuUsage,45.11959371548877,2024-12-17 14:47:27,2024-12-17 14:47:27
362,29,29,memoryUsage,60.14437826443921,2024-12-17 14:47:27,2024-12-17 14:47:27
363,29,29,rxPower,-17.5,2024-12-17 14:47:27,2024-12-17 14:47:27
364,29,29,temperature,59.836990761957445,2024-12-17 14:47:27,2024-12-17 14:47:27
365,29,29,totalConnectedDevices,10,2024-12-17 14:47:27,2024-12-17 14:47:27
366,29,29,averageWorstRssi,-60,2024-12-17 14:47:27,2024-12-17 14:47:27
367,29,29,connectedDevices5gRatio,65.0,2024-12-17 14:47:27,2024-12-17 14:47:27
368,29,29,rebootCount,0,2024-12-17 14:47:27,2024-12-17 14:47:27
369,29,29,protocolCount,2,2024-12-17 14:47:27,2024-12-17 14:47:27
370,29,29,massiveEventCount,0,2024-12-17 14:47:27,2024-12-17 14:47:27
371,54,54,cpuUsage,45.11959371548877,2024-12-17 14:47:27,2024-12-17 14:47:27
372,54,54,memoryUsage,60.14437826443921,2024-12-17 14:47:27,2024-12-17 14:47:27
373,54,54,rxPower,-17.5,2024-12-17 14:47:27,2024-12-17 14:47:27
374,54,54,temperature,59.836990761957445,2024-12-17 14:47:27,2024-12-17 14:47:27
375,54,54,totalConnectedDevices,10,2024-12-17 14:47:27,2024-12-17 14:47:27
376,54,54,averageWorstRssi,-60,2024-12-17 14:47:27,2024-12-17 14:47:27
377,54,54,connectedDevices5gRatio,65.0,2024-12-17 14:47:27,2024-12-17 14:47:27
378,54,54,rebootCount,0,2024-12-17 14:47:27,2024-12-17 14:47:27
379,54,54,protocolCount,2,2024-12-17 14:47:27,2024-12-17 14:47:27
380,54,54,massiveEventCount,0,2024-12-17 14:47:27,2024-12-17 14:47:27
381,30,30,cpuUsage,44.61933117414032,2024-12-17 14:47:27,2024-12-17 14:47:27
382,30,30,memoryUsage,63.412342475803264,2024-12-17 14:47:27,2024-12-17 14:47:27
383,30,30,rxPower,-17.5,2024-12-17 14:47:27,2024-12-17 14:47:27
384,30,30,temperature,52.8450007352972,2024-12-17 14:47:27,2024-12-17 14:47:27
385,30,30,totalConnectedDevices,10,2024-12-17 14:47:27,2024-12-17 14:47:27
386,30,30,averageWorstRssi,-60,2024-12-17 14:47:27,2024-12-17 14:47:27
387,30,30,connectedDevices5gRatio,65.0,2024-12-17 14:47:27,2024-12-17 14:47:27
388,30,30,rebootCount,0,2024-12-17 14:47:27,2024-12-17 14:47:27
389,30,30,protocolCount,0,2024-12-17 14:47:27,2024-12-17 14:47:27
390,30,30,massiveEventCount,2,2024-12-17 14:47:27,2024-12-17 14:47:27
391,55,55,cpuUsage,44.61933117414032,2024-12-17 14:47:27,2024-12-17 14:47:27
392,55,55,memoryUsage,63.412342475803264,2024-12-17 14:47:27,2024-12-17 14:47:27
393,55,55,rxPower,-17.5,2024-12-17 14:47:27,2024-12-17 14:47:27
394,55,55,temperature,52.8450007352972,2024-12-17 14:47:27,2024-12-17 14:47:27
395,55,55,totalConnectedDevices,10,2024-12-17 14:47:27,2024-12-17 14:47:27
396,55,55,averageWorstRssi,-60,2024-12-17 14:47:27,2024-12-17 14:47:27
397,55,55,connectedDevices5gRatio,65.0,2024-12-17 14:47:27,2024-12-17 14:47:27
398,55,55,rebootCount,0,2024-12-17 14:47:27,2024-12-17 14:47:27
399,55,55,protocolCount,0,2024-12-17 14:47:27,2024-12-17 14:47:27
400,55,55,massiveEventCount,2,2024-12-17 14:47:27,2024-12-17 14:47:27
401,26,26,cpuUsage,47.83543334236121,2024-12-18 14:47:27,2024-12-18 14:47:27
402,26,26,memoryUsage,59.227770589573446,2024-12-18 14:47:27,2024-12-18 14:47:27
403,26,26,rxPower,-24.946853390074473,2024-12-18 14:47:27,2024-12-18 14:47:27
404,26,26,temperature,54.65030553959815,2024-12-18 14:47:27,2024-12-18 14:47:27
405,26,26,totalConnectedDevices,10,2024-12-18 14:47:27,2024-12-18 14:47:27
406,26,26,averageWorstRssi,-60,2024-12-18 14:47:27,2024-12-18 14:47:27
407,26,26,connectedDevices5gRatio,65.0,2024-12-18 14:47:27,2024-12-18 14:47:27
408,26,26,rebootCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
409,26,26,protocolCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
410,26,26,massiveEventCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
411,51,51,cpuUsage,47.83543334236121,2024-12-18 14:47:27,2024-12-18 14:47:27
412,51,51,memoryUsage,59.227770589573446,2024-12-18 14:47:27,2024-12-18 14:47:27
413,51,51,rxPower,-24.946853390074473,2024-12-18 14:47:27,2024-12-18 14:47:27
414,51,51,temperature,54.65030553959815,2024-12-18 14:47:27,2024-12-18 14:47:27
415,51,51,totalConnectedDevices,10,2024-12-18 14:47:27,2024-12-18 14:47:27
416,51,51,averageWorstRssi,-60,2024-12-18 14:47:27,2024-12-18 14:47:27
417,51,51,connectedDevices5gRatio,65.0,2024-12-18 14:47:27,2024-12-18 14:47:27
418,51,51,rebootCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
419,51,51,protocolCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
420,51,51,massiveEventCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
421,27,27,cpuUsage,41.658685196399645,2024-12-18 14:47:27,2024-12-18 14:47:27
422,27,27,memoryUsage,62.85165954074736,2024-12-18 14:47:27,2024-12-18 14:47:27
423,27,27,rxPower,-17.5,2024-12-18 14:47:27,2024-12-18 14:47:27
424,27,27,temperature,54.78839281691613,2024-12-18 14:47:27,2024-12-18 14:47:27
425,27,27,totalConnectedDevices,15,2024-12-18 14:47:27,2024-12-18 14:47:27
426,27,27,averageWorstRssi,-60,2024-12-18 14:47:27,2024-12-18 14:47:27
427,27,27,connectedDevices5gRatio,26.666666666666668,2024-12-18 14:47:27,2024-12-18 14:47:27
428,27,27,rebootCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
429,27,27,protocolCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
430,27,27,massiveEventCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
431,52,52,cpuUsage,41.658685196399645,2024-12-18 14:47:27,2024-12-18 14:47:27
432,52,52,memoryUsage,62.85165954074736,2024-12-18 14:47:27,2024-12-18 14:47:27
433,52,52,rxPower,-17.5,2024-12-18 14:47:27,2024-12-18 14:47:27
434,52,52,temperature,54.78839281691613,2024-12-18 14:47:27,2024-12-18 14:47:27
435,52,52,totalConnectedDevices,15,2024-12-18 14:47:27,2024-12-18 14:47:27
436,52,52,averageWorstRssi,-60,2024-12-18 14:47:27,2024-12-18 14:47:27
437,52,52,connectedDevices5gRatio,26.666666666666668,2024-12-18 14:47:27,2024-12-18 14:47:27
438,52,52,rebootCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
439,52,52,protocolCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
440,52,52,massiveEventCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
441,28,28,cpuUsage,93.29088008093221,2024-12-18 14:47:27,2024-12-18 14:47:27
442,28,28,memoryUsage,93.33764452113392,2024-12-18 14:47:27,2024-12-18 14:47:27
443,28,28,rxPower,-17.5,2024-12-18 14:47:27,2024-12-18 14:47:27
444,28,28,temperature,73.50292733073655,2024-12-18 14:47:27,2024-12-18 14:47:27
445,28,28,totalConnectedDevices,10,2024-12-18 14:47:27,2024-12-18 14:47:27
446,28,28,averageWorstRssi,-60,2024-12-18 14:47:27,2024-12-18 14:47:27
447,28,28,connectedDevices5gRatio,65.0,2024-12-18 14:47:27,2024-12-18 14:47:27
448,28,28,rebootCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
449,28,28,protocolCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
450,28,28,massiveEventCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
451,53,53,cpuUsage,93.29088008093221,2024-12-18 14:47:27,2024-12-18 14:47:27
452,53,53,memoryUsage,93.33764452113392,2024-12-18 14:47:27,2024-12-18 14:47:27
453,53,53,rxPower,-17.5,2024-12-18 14:47:27,2024-12-18 14:47:27
454,53,53,temperature,73.50292733073655,2024-12-18 14:47:27,2024-12-18 14:47:27
455,53,53,totalConnectedDevices,10,2024-12-18 14:47:27,2024-12-18 14:47:27
456,53,53,averageWorstRssi,-60,2024-12-18 14:47:27,2024-12-18 14:47:27
457,53,53,connectedDevices5gRatio,65.0,2024-12-18 14:47:27,2024-12-18 14:47:27
458,53,53,rebootCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
459,53,53,protocolCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
460,53,53,massiveEventCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
461,29,29,cpuUsage,41.49866509428346,2024-12-18 14:47:27,2024-12-18 14:47:27
462,29,29,memoryUsage,56.49068417469894,2024-12-18 14:47:27,2024-12-18 14:47:27
463,29,29,rxPower,-17.5,2024-12-18 14:47:27,2024-12-18 14:47:27
464,29,29,temperature,53.86151083000281,2024-12-18 14:47:27,2024-12-18 14:47:27
465,29,29,totalConnectedDevices,10,2024-12-18 14:47:27,2024-12-18 14:47:27
466,29,29,averageWorstRssi,-60,2024-12-18 14:47:27,2024-12-18 14:47:27
467,29,29,connectedDevices5gRatio,65.0,2024-12-18 14:47:27,2024-12-18 14:47:27
468,29,29,rebootCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
469,29,29,protocolCount,2,2024-12-18 14:47:27,2024-12-18 14:47:27
470,29,29,massiveEventCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
471,54,54,cpuUsage,41.49866509428346,2024-12-18 14:47:27,2024-12-18 14:47:27
472,54,54,memoryUsage,56.49068417469894,2024-12-18 14:47:27,2024-12-18 14:47:27
473,54,54,rxPower,-17.5,2024-12-18 14:47:27,2024-12-18 14:47:27
474,54,54,temperature,53.86151083000281,2024-12-18 14:47:27,2024-12-18 14:47:27
475,54,54,totalConnectedDevices,10,2024-12-18 14:47:27,2024-12-18 14:47:27
476,54,54,averageWorstRssi,-60,2024-12-18 14:47:27,2024-12-18 14:47:27
477,54,54,connectedDevices5gRatio,65.0,2024-12-18 14:47:27,2024-12-18 14:47:27
478,54,54,rebootCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
479,54,54,protocolCount,2,2024-12-18 14:47:27,2024-12-18 14:47:27
480,54,54,massiveEventCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
481,30,30,cpuUsage,44.17852433140861,2024-12-18 14:47:27,2024-12-18 14:47:27
482,30,30,memoryUsage,64.05732777096782,2024-12-18 14:47:27,2024-12-18 14:47:27
483,30,30,rxPower,-17.5,2024-12-18 14:47:27,2024-12-18 14:47:27
484,30,30,temperature,58.92251533972169,2024-12-18 14:47:27,2024-12-18 14:47:27
485,30,30,totalConnectedDevices,10,2024-12-18 14:47:27,2024-12-18 14:47:27
486,30,30,averageWorstRssi,-60,2024-12-18 14:47:27,2024-12-18 14:47:27
487,30,30,connectedDevices5gRatio,65.0,2024-12-18 14:47:27,2024-12-18 14:47:27
488,30,30,rebootCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
489,30,30,protocolCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
490,30,30,massiveEventCount,2,2024-12-18 14:47:27,2024-12-18 14:47:27
491,55,55,cpuUsage,44.17852433140861,2024-12-18 14:47:27,2024-12-18 14:47:27
492,55,55,memoryUsage,64.05732777096782,2024-12-18 14:47:27,2024-12-18 14:47:27
493,55,55,rxPower,-17.5,2024-12-18 14:47:27,2024-12-18 14:47:27
494,55,55,temperature,58.92251533972169,2024-12-18 14:47:27,2024-12-18 14:47:27
495,55,55,totalConnectedDevices,10,2024-12-18 14:47:27,2024-12-18 14:47:27
496,55,55,averageWorstRssi,-60,2024-12-18 14:47:27,2024-12-18 14:47:27
497,55,55,connectedDevices5gRatio,65.0,2024-12-18 14:47:27,2024-12-18 14:47:27
498,55,55,rebootCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
499,55,55,protocolCount,0,2024-12-18 14:47:27,2024-12-18 14:47:27
500,55,55,massiveEventCount,2,2024-12-18 14:47:27,2024-12-18 14:47:27
501,26,26,cpuUsage,49.913538796752185,2024-12-19 14:47:27,2024-12-19 14:47:27
502,26,26,memoryUsage,56.14287182561832,2024-12-19 14:47:27,2024-12-19 14:47:27
503,26,26,rxPower,-24.029242957963696,2024-12-19 14:47:27,2024-12-19 14:47:27
504,26,26,temperature,53.09633613163469,2024-12-19 14:47:27,2024-12-19 14:47:27
505,26,26,totalConnectedDevices,10,2024-12-19 14:47:27,2024-12-19 14:47:27
506,26,26,averageWorstRssi,-60,2024-12-19 14:47:27,2024-12-19 14:47:27
507,26,26,connectedDevices5gRatio,65.0,2024-12-19 14:47:27,2024-12-19 14:47:27
508,26,26,rebootCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
509,26,26,protocolCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
510,26,26,massiveEventCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
511,51,51,cpuUsage,49.913538796752185,2024-12-19 14:47:27,2024-12-19 14:47:27
512,51,51,memoryUsage,56.14287182561832,2024-12-19 14:47:27,2024-12-19 14:47:27
513,51,51,rxPower,-24.029242957963696,2024-12-19 14:47:27,2024-12-19 14:47:27
514,51,51,temperature,53.09633613163469,2024-12-19 14:47:27,2024-12-19 14:47:27
515,51,51,totalConnectedDevices,10,2024-12-19 14:47:27,2024-12-19 14:47:27
516,51,51,averageWorstRssi,-60,2024-12-19 14:47:27,2024-12-19 14:47:27
517,51,51,connectedDevices5gRatio,65.0,2024-12-19 14:47:27,2024-12-19 14:47:27
518,51,51,rebootCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
519,51,51,protocolCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
520,51,51,massiveEventCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
521,27,27,cpuUsage,45.97918159830914,2024-12-19 14:47:27,2024-12-19 14:47:27
522,27,27,memoryUsage,62.441016617392464,2024-12-19 14:47:27,2024-12-19 14:47:27
523,27,27,rxPower,-17.5,2024-12-19 14:47:27,2024-12-19 14:47:27
524,27,27,temperature,53.21601935517141,2024-12-19 14:47:27,2024-12-19 14:47:27
525,27,27,totalConnectedDevices,15,2024-12-19 14:47:27,2024-12-19 14:47:27
526,27,27,averageWorstRssi,-60,2024-12-19 14:47:27,2024-12-19 14:47:27
527,27,27,connectedDevices5gRatio,20.0,2024-12-19 14:47:27,2024-12-19 14:47:27
528,27,27,rebootCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
529,27,27,protocolCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
530,27,27,massiveEventCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
531,52,52,cpuUsage,45.97918159830914,2024-12-19 14:47:27,2024-12-19 14:47:27
532,52,52,memoryUsage,62.441016617392464,2024-12-19 14:47:27,2024-12-19 14:47:27
533,52,52,rxPower,-17.5,2024-12-19 14:47:27,2024-12-19 14:47:27
534,52,52,temperature,53.21601935517141,2024-12-19 14:47:27,2024-12-19 14:47:27
535,52,52,totalConnectedDevices,15,2024-12-19 14:47:27,2024-12-19 14:47:27
536,52,52,averageWorstRssi,-60,2024-12-19 14:47:27,2024-12-19 14:47:27
537,52,52,connectedDevices5gRatio,20.0,2024-12-19 14:47:27,2024-12-19 14:47:27
538,52,52,rebootCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
539,52,52,protocolCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
540,52,52,massiveEventCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
541,28,28,cpuUsage,91.45043376335308,2024-12-19 14:47:27,2024-12-19 14:47:27
542,28,28,memoryUsage,90.5702559927252,2024-12-19 14:47:27,2024-12-19 14:47:27
543,28,28,rxPower,-17.5,2024-12-19 14:47:27,2024-12-19 14:47:27
544,28,28,temperature,84.87116334889339,2024-12-19 14:47:27,2024-12-19 14:47:27
545,28,28,totalConnectedDevices,10,2024-12-19 14:47:27,2024-12-19 14:47:27
546,28,28,averageWorstRssi,-60,2024-12-19 14:47:27,2024-12-19 14:47:27
547,28,28,connectedDevices5gRatio,65.0,2024-12-19 14:47:27,2024-12-19 14:47:27
548,28,28,rebootCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
549,28,28,protocolCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
550,28,28,massiveEventCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
551,53,53,cpuUsage,91.45043376335308,2024-12-19 14:47:27,2024-12-19 14:47:27
552,53,53,memoryUsage,90.5702559927252,2024-12-19 14:47:27,2024-12-19 14:47:27
553,53,53,rxPower,-17.5,2024-12-19 14:47:27,2024-12-19 14:47:27
554,53,53,temperature,84.87116334889339,2024-12-19 14:47:27,2024-12-19 14:47:27
555,53,53,totalConnectedDevices,10,2024-12-19 14:47:27,2024-12-19 14:47:27
556,53,53,averageWorstRssi,-60,2024-12-19 14:47:27,2024-12-19 14:47:27
557,53,53,connectedDevices5gRatio,65.0,2024-12-19 14:47:27,2024-12-19 14:47:27
558,53,53,rebootCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
559,53,53,protocolCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
560,53,53,massiveEventCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
561,29,29,cpuUsage,41.833470129167516,2024-12-19 14:47:27,2024-12-19 14:47:27
562,29,29,memoryUsage,60.0745904386317,2024-12-19 14:47:27,2024-12-19 14:47:27
563,29,29,rxPower,-17.5,2024-12-19 14:47:27,2024-12-19 14:47:27
564,29,29,temperature,57.98897183578103,2024-12-19 14:47:27,2024-12-19 14:47:27
565,29,29,totalConnectedDevices,10,2024-12-19 14:47:27,2024-12-19 14:47:27
566,29,29,averageWorstRssi,-60,2024-12-19 14:47:27,2024-12-19 14:47:27
567,29,29,connectedDevices5gRatio,65.0,2024-12-19 14:47:27,2024-12-19 14:47:27
568,29,29,rebootCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
569,29,29,protocolCount,2,2024-12-19 14:47:27,2024-12-19 14:47:27
570,29,29,massiveEventCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
571,54,54,cpuUsage,41.833470129167516,2024-12-19 14:47:27,2024-12-19 14:47:27
572,54,54,memoryUsage,60.0745904386317,2024-12-19 14:47:27,2024-12-19 14:47:27
573,54,54,rxPower,-17.5,2024-12-19 14:47:27,2024-12-19 14:47:27
574,54,54,temperature,57.98897183578103,2024-12-19 14:47:27,2024-12-19 14:47:27
575,54,54,totalConnectedDevices,10,2024-12-19 14:47:27,2024-12-19 14:47:27
576,54,54,averageWorstRssi,-60,2024-12-19 14:47:27,2024-12-19 14:47:27
577,54,54,connectedDevices5gRatio,65.0,2024-12-19 14:47:27,2024-12-19 14:47:27
578,54,54,rebootCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
579,54,54,protocolCount,2,2024-12-19 14:47:27,2024-12-19 14:47:27
580,54,54,massiveEventCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
581,30,30,cpuUsage,41.135716590515514,2024-12-19 14:47:27,2024-12-19 14:47:27
582,30,30,memoryUsage,62.532347941657385,2024-12-19 14:47:27,2024-12-19 14:47:27
583,30,30,rxPower,-17.5,2024-12-19 14:47:27,2024-12-19 14:47:27
584,30,30,temperature,56.45933299912266,2024-12-19 14:47:27,2024-12-19 14:47:27
585,30,30,totalConnectedDevices,10,2024-12-19 14:47:27,2024-12-19 14:47:27
586,30,30,averageWorstRssi,-60,2024-12-19 14:47:27,2024-12-19 14:47:27
587,30,30,connectedDevices5gRatio,65.0,2024-12-19 14:47:27,2024-12-19 14:47:27
588,30,30,rebootCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
589,30,30,protocolCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
590,30,30,massiveEventCount,2,2024-12-19 14:47:27,2024-12-19 14:47:27
591,55,55,cpuUsage,41.135716590515514,2024-12-19 14:47:27,2024-12-19 14:47:27
592,55,55,memoryUsage,62.532347941657385,2024-12-19 14:47:27,2024-12-19 14:47:27
593,55,55,rxPower,-17.5,2024-12-19 14:47:27,2024-12-19 14:47:27
594,55,55,temperature,56.45933299912266,2024-12-19 14:47:27,2024-12-19 14:47:27
595,55,55,totalConnectedDevices,10,2024-12-19 14:47:27,2024-12-19 14:47:27
596,55,55,averageWorstRssi,-60,2024-12-19 14:47:27,2024-12-19 14:47:27
597,55,55,connectedDevices5gRatio,65.0,2024-12-19 14:47:27,2024-12-19 14:47:27
598,55,55,rebootCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
599,55,55,protocolCount,0,2024-12-19 14:47:27,2024-12-19 14:47:27
600,55,55,massiveEventCount,2,2024-12-19 14:47:27,2024-12-19 14:47:27
601,26,26,cpuUsage,49.687186612274054,2024-12-20 14:47:27,2024-12-20 14:47:27
602,26,26,memoryUsage,61.520196729445,2024-12-20 14:47:27,2024-12-20 14:47:27
603,26,26,rxPower,-24.37202760468366,2024-12-20 14:47:27,2024-12-20 14:47:27
604,26,26,temperature,57.13551819667563,2024-12-20 14:47:27,2024-12-20 14:47:27
605,26,26,totalConnectedDevices,10,2024-12-20 14:47:27,2024-12-20 14:47:27
606,26,26,averageWorstRssi,-60,2024-12-20 14:47:27,2024-12-20 14:47:27
607,26,26,connectedDevices5gRatio,65.0,2024-12-20 14:47:27,2024-12-20 14:47:27
608,26,26,rebootCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
609,26,26,protocolCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
610,26,26,massiveEventCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
611,51,51,cpuUsage,49.687186612274054,2024-12-20 14:47:27,2024-12-20 14:47:27
612,51,51,memoryUsage,61.520196729445,2024-12-20 14:47:27,2024-12-20 14:47:27
613,51,51,rxPower,-24.37202760468366,2024-12-20 14:47:27,2024-12-20 14:47:27
614,51,51,temperature,57.13551819667563,2024-12-20 14:47:27,2024-12-20 14:47:27
615,51,51,totalConnectedDevices,10,2024-12-20 14:47:27,2024-12-20 14:47:27
616,51,51,averageWorstRssi,-60,2024-12-20 14:47:27,2024-12-20 14:47:27
617,51,51,connectedDevices5gRatio,65.0,2024-12-20 14:47:27,2024-12-20 14:47:27
618,51,51,rebootCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
619,51,51,protocolCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
620,51,51,massiveEventCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
621,27,27,cpuUsage,46.28943811345389,2024-12-20 14:47:27,2024-12-20 14:47:27
622,27,27,memoryUsage,56.53855831005513,2024-12-20 14:47:27,2024-12-20 14:47:27
623,27,27,rxPower,-17.5,2024-12-20 14:47:27,2024-12-20 14:47:27
624,27,27,temperature,51.4133593982201,2024-12-20 14:47:27,2024-12-20 14:47:27
625,27,27,totalConnectedDevices,12,2024-12-20 14:47:27,2024-12-20 14:47:27
626,27,27,averageWorstRssi,-60,2024-12-20 14:47:27,2024-12-20 14:47:27
627,27,27,connectedDevices5gRatio,16.666666666666664,2024-12-20 14:47:27,2024-12-20 14:47:27
628,27,27,rebootCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
629,27,27,protocolCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
630,27,27,massiveEventCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
631,52,52,cpuUsage,46.28943811345389,2024-12-20 14:47:27,2024-12-20 14:47:27
632,52,52,memoryUsage,56.53855831005513,2024-12-20 14:47:27,2024-12-20 14:47:27
633,52,52,rxPower,-17.5,2024-12-20 14:47:27,2024-12-20 14:47:27
634,52,52,temperature,51.4133593982201,2024-12-20 14:47:27,2024-12-20 14:47:27
635,52,52,totalConnectedDevices,12,2024-12-20 14:47:27,2024-12-20 14:47:27
